pagelink,abstract,smallImg,name,time
http://sports.ifeng.com/a/20180713/59151689_0.shtml,每届世界杯结束后，国际足联都要及时总结，分析参赛队伍的特点、技战术的变化以及各项技术统计等等，文件发送到各个会员协会以供学习借鉴。本届世界杯开赛前，国际足联照例成立了技术,http://d.ifengimg.com/w145_h103/p3.ifengimg.com/a/2018_28/3c190ec07e935f6_size99_w550_h367.jpg,米卢：中国队一定会再次打进世界杯 也许4年也许8年,2018-07-13 07:26
http://2018.ifeng.com/a/20180713/59151664_0.shtml,战丹麦，平！战俄罗斯，平！战英格兰，还是平！三场淘汰赛的常规赛时间内都取得平局的克罗地亚，曾三次站在悬崖边上，但他们却总有能耐，从两次点球大战和一次加时赛中留到最后。这么,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/a/2018_28/7ac90a4b311b10e_size40_w633_h392.jpg,世界杯金球奖成安慰奖？连续5届颁给亚军核心,2018-07-13 07:24
http://2018.ifeng.com/a/20180713/59151481_0.shtml,,http://d.ifengimg.com/w145_h103/p2.ifengimg.com/a/2018_28/3a0965d75f343f2_size27_w493_h340.jpeg,修成正果！日本国脚和女星姐弟恋本周内完婚,2018-07-13 07:00
http://2018.ifeng.com/a/20180713/59151365_0.shtml,原标题：FIFA官方：决赛拉姆将携名模持大力神杯入场2018年7月13日，FIFA官方宣布，世界杯决赛之时，大力神杯将由德国传奇球星菲利普-拉姆与俄罗斯名模娜塔莉亚-沃迪奥诺娃共同携带入,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0713/98CAC29B799D2B8986FC0F358AED9B45732F6E12_size78_w1440_h630.jpeg,传承冠军荣耀！拉姆决赛携超模持大力神杯入场,2018-07-13 06:21
http://2018.ifeng.com/a/20180713/59151253_0.shtml,,http://d.ifengimg.com/w145_h103/p1.ifengimg.com/a/2018_28/3053faa3210e540_size270_w1024_h630.jpg,[一汽丰田特约]法国备战决赛神情放松 格里兹曼单挑博格巴,2018-07-13 06:32
http://2018.ifeng.com/a/20180712/59145194_0.shtml,原标题：内维尔：最后三场比赛凯恩是带伤出战的7月12日讯早前，前曼联后卫加里-内维尔表示，他认为凯恩在带伤的情况下征战世界杯最后三场比赛。“如果在接下来的几天内，我们还,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/3E6A4BFBDA533FD3C6C0065E25149BEF2066AACB_size14_w450_h250.jpeg,内维尔：最后三场比赛凯恩是带伤出战的,2018-07-12 20:22
http://2018.ifeng.com/a/20180712/59143952_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/6626471263A3337A205E60544F23F6DB617708B3_size39_w968_h681.jpeg,凯恩：球迷不用等几十年，我们会再进半决赛,2018-07-12 18:52
http://2018.ifeng.com/a/20180712/59143950_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/9FA235164C384A89E7CF9299D32B9C82F7B21670_size805_w783_h710.png,沃克：从未感到如此沮丧，但英格兰会更加团结,2018-07-12 19:05
http://2018.ifeng.com/a/20180712/59143951_0.shtml,原标题：姆巴佩之后，巴洛特利也用同样的话回击英格兰球迷  据《每日镜报》报道，在英格兰1-2不敌克罗地亚被淘汰出局后，巴洛特利在自己的INS上发了和姆巴佩同样的话来回击英格兰球迷,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/39D52CBC602FDF5A774C9D06922F699AF6E19ACE_size59_w615_h1094.jpeg,姆巴佩之后，巴洛特利也用同样的话回击英格兰球迷,2018-07-12 19:14
http://2018.ifeng.com/a/20180712/59143655_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/6785410EEB31D1C166AF794089F559B0E45E1730_size15_w450_h228.jpeg,三狮军团无缘决赛，阿里、林加德遭索内斯批评,2018-07-12 18:31
http://2018.ifeng.com/a/20180712/59142772_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/C719B7F62F60ED2126C19DF44C41C5BBEF872D0E_size74_w968_h681.jpeg,亨德森：因为腿筋有伤不想拖累大家，我才被换下,2018-07-12 17:12
http://2018.ifeng.com/a/20180712/59142771_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/3AC96B9AFB5260641CFB38B2A434CF6A8A246F8E_size40_w620_h342.jpeg,官方：库巴叔叔布里泽琴科执教波兰队,2018-07-12 17:44
http://2018.ifeng.com/a/20180712/59142657_0.shtml,原标题：沙特一电视台非法转播世界杯，将遭到国际足联起诉     7月12日讯 沙特的一家名为BeoutQ的电视台在世界杯期间非法转播世界杯比赛，对此国际足联将动用法律的程序。,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/31A3648954C82A9ABE23E6FA9FE25A3BCBA7AF80_size14_w450_h252.jpeg,沙特一电视台非法转播世界杯，将遭到国际足联起诉,2018-07-12 17:34
http://2018.ifeng.com/a/20180712/59142295_0.shtml,原标题：维达：我知道自己犯了一个错误，我想再次向俄罗斯人民道歉7月12日讯在克罗地亚和俄罗斯的比赛结束后，克罗地亚后卫维达和球探武科耶维奇出现在了一个视频中，两人高喊“,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/24813BB245B231ABEDF1C2F96117CB6E20C51F46_size9_w450_h253.jpeg,维达：我知道自己犯了错误 想再次向俄罗斯人民道歉,2018-07-12 17:13
http://2018.ifeng.com/a/20180712/59142101_0.shtml,7月12日消息，今天凌晨世界杯半决赛中，英格兰队1比2不敌克罗地亚队无缘决赛。英国国内许多球迷赛后心情悲痛，充满失落地离开，然而他们却留下了满地垃圾，现场一片狼藉。英国球迷本,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/8AC643AAA5CF284613FC9D93B70CFD8734BECB06_size60_w870_h522.jpeg,输球又输人！英格兰无缘决赛 本土球迷垃圾扔满地,2018-07-12 17:01
http://2018.ifeng.com/a/20180712/59141936_0.shtml,原标题：洛夫伦：我是世界上最优秀的后卫之一，进入决赛是历史性时刻     虎扑7月12日讯 世界杯另一场半决赛在今天凌晨结束，克罗地亚经过了120分钟的鏖战最终2-1击败英格,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/E1F8611507EF5DBE33942CA05D8C5174C2281EA7_size267_w450_h282.png,飘了飘了！洛夫伦：我是世界上最优秀的后卫之一,2018-07-12 16:52
http://2018.ifeng.com/a/20180712/59141935_0.shtml,原标题：乔尔卢卡简洁回应英媒：足球没有回家虎扑7月12日讯克罗地亚后卫乔尔卢卡曾在英超的曼城和热刺效力过。在克罗地亚和英格兰的半决赛结束后，混合区内有英格兰媒体希望他能接受,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/6D96B9225D01CEAD39D7591A842E4A298F6EE8FE_size15_w450_h314.jpeg,英格兰媒体求采访 乔尔卢卡回应：足球没有回家,2018-07-12 16:47
http://2018.ifeng.com/a/20180712/59141931_0.shtml,原标题：莫德里奇：曾非常非常希望C罗能留队，希望他未来万事遂意7月12日讯莫德里奇和C罗在皇马共同度过了6年，期间，他们拿下了4座欧冠奖杯。此前莫德里奇接受采访时，曾表示他&ldqu,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/36A16DACF33256A2568092E61D731E507E20BEFB_size22_w450_h319.jpeg,魔笛：曾非常非常希望C罗留队，希望他未来万事遂意,2018-07-12 16:27
http://2018.ifeng.com/a/20180712/59141930_0.shtml,原标题：英国F1车手汉密尔顿：足球终究会回家的北京时间7月12日凌晨，俄罗斯世界杯半决赛，英格兰队在开赛5分钟就进球的情况下，经历了加时赛被克罗地亚队逆转，无缘更进一步。但是，,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/D36100CBBF15D0EE11F62EE2E2C9701A387EEB78_size10_w626_h347.png,英国F1车手汉密尔顿：足球终究会回家的,2018-07-12 16:33
http://2018.ifeng.com/a/20180712/59141927_0.shtml,原标题：达里奇：可能是魔笛最后一届世界杯，但他还在巅峰克罗地亚中场大师莫德里奇在本届世界杯上闪耀四方。虽然已经32岁了，但莫德里奇依然凭借细腻的技术和快速的奔跑让人们印象深,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/FCD31A67E0651CEC30297BA7E95A2856BEACC9B4_size59_w883_h487.jpeg,达里奇：可能是魔笛最后一届世界杯，但他还在巅峰,2018-07-12 16:42
http://2018.ifeng.com/a/20180712/59143951_0.shtml,原标题：姆巴佩之后，巴洛特利也用同样的话回击英格兰球迷  据《每日镜报》报道，在英格兰1-2不敌克罗地亚被淘汰出局后，巴洛特利在自己的INS上发了和姆巴佩同样的话来回击英格兰球迷,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/39D52CBC602FDF5A774C9D06922F699AF6E19ACE_size59_w615_h1094.jpeg,姆巴佩之后，巴洛特利也用同样的话回击英格兰球迷,2018-07-12 19:14
http://2018.ifeng.com/a/20180712/59143950_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/9FA235164C384A89E7CF9299D32B9C82F7B21670_size805_w783_h710.png,沃克：从未感到如此沮丧，但英格兰会更加团结,2018-07-12 19:05
http://2018.ifeng.com/a/20180712/59143655_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/6785410EEB31D1C166AF794089F559B0E45E1730_size15_w450_h228.jpeg,三狮军团无缘决赛，阿里、林加德遭索内斯批评,2018-07-12 18:31
http://2018.ifeng.com/a/20180712/59142772_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/C719B7F62F60ED2126C19DF44C41C5BBEF872D0E_size74_w968_h681.jpeg,亨德森：因为腿筋有伤不想拖累大家，我才被换下,2018-07-12 17:12
http://2018.ifeng.com/a/20180712/59142771_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/3AC96B9AFB5260641CFB38B2A434CF6A8A246F8E_size40_w620_h342.jpeg,官方：库巴叔叔布里泽琴科执教波兰队,2018-07-12 17:44
http://2018.ifeng.com/a/20180712/59142657_0.shtml,原标题：沙特一电视台非法转播世界杯，将遭到国际足联起诉     7月12日讯 沙特的一家名为BeoutQ的电视台在世界杯期间非法转播世界杯比赛，对此国际足联将动用法律的程序。,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/31A3648954C82A9ABE23E6FA9FE25A3BCBA7AF80_size14_w450_h252.jpeg,沙特一电视台非法转播世界杯，将遭到国际足联起诉,2018-07-12 17:34
http://2018.ifeng.com/a/20180712/59142295_0.shtml,原标题：维达：我知道自己犯了一个错误，我想再次向俄罗斯人民道歉7月12日讯在克罗地亚和俄罗斯的比赛结束后，克罗地亚后卫维达和球探武科耶维奇出现在了一个视频中，两人高喊“,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/24813BB245B231ABEDF1C2F96117CB6E20C51F46_size9_w450_h253.jpeg,维达：我知道自己犯了错误 想再次向俄罗斯人民道歉,2018-07-12 17:13
http://2018.ifeng.com/a/20180712/59142101_0.shtml,7月12日消息，今天凌晨世界杯半决赛中，英格兰队1比2不敌克罗地亚队无缘决赛。英国国内许多球迷赛后心情悲痛，充满失落地离开，然而他们却留下了满地垃圾，现场一片狼藉。英国球迷本,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/8AC643AAA5CF284613FC9D93B70CFD8734BECB06_size60_w870_h522.jpeg,输球又输人！英格兰无缘决赛 本土球迷垃圾扔满地,2018-07-12 17:01
http://2018.ifeng.com/a/20180712/59141936_0.shtml,原标题：洛夫伦：我是世界上最优秀的后卫之一，进入决赛是历史性时刻     虎扑7月12日讯 世界杯另一场半决赛在今天凌晨结束，克罗地亚经过了120分钟的鏖战最终2-1击败英格,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/E1F8611507EF5DBE33942CA05D8C5174C2281EA7_size267_w450_h282.png,飘了飘了！洛夫伦：我是世界上最优秀的后卫之一,2018-07-12 16:52
http://2018.ifeng.com/a/20180712/59141935_0.shtml,原标题：乔尔卢卡简洁回应英媒：足球没有回家虎扑7月12日讯克罗地亚后卫乔尔卢卡曾在英超的曼城和热刺效力过。在克罗地亚和英格兰的半决赛结束后，混合区内有英格兰媒体希望他能接受,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/6D96B9225D01CEAD39D7591A842E4A298F6EE8FE_size15_w450_h314.jpeg,英格兰媒体求采访 乔尔卢卡回应：足球没有回家,2018-07-12 16:47
http://2018.ifeng.com/a/20180712/59141931_0.shtml,原标题：莫德里奇：曾非常非常希望C罗能留队，希望他未来万事遂意7月12日讯莫德里奇和C罗在皇马共同度过了6年，期间，他们拿下了4座欧冠奖杯。此前莫德里奇接受采访时，曾表示他&ldqu,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/36A16DACF33256A2568092E61D731E507E20BEFB_size22_w450_h319.jpeg,魔笛：曾非常非常希望C罗留队，希望他未来万事遂意,2018-07-12 16:27
http://2018.ifeng.com/a/20180712/59141930_0.shtml,原标题：英国F1车手汉密尔顿：足球终究会回家的北京时间7月12日凌晨，俄罗斯世界杯半决赛，英格兰队在开赛5分钟就进球的情况下，经历了加时赛被克罗地亚队逆转，无缘更进一步。但是，,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/D36100CBBF15D0EE11F62EE2E2C9701A387EEB78_size10_w626_h347.png,英国F1车手汉密尔顿：足球终究会回家的,2018-07-12 16:33
http://2018.ifeng.com/a/20180712/59141927_0.shtml,原标题：达里奇：可能是魔笛最后一届世界杯，但他还在巅峰克罗地亚中场大师莫德里奇在本届世界杯上闪耀四方。虽然已经32岁了，但莫德里奇依然凭借细腻的技术和快速的奔跑让人们印象深,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/FCD31A67E0651CEC30297BA7E95A2856BEACC9B4_size59_w883_h487.jpeg,达里奇：可能是魔笛最后一届世界杯，但他还在巅峰,2018-07-12 16:42
http://2018.ifeng.com/a/20180712/59141628_0.shtml,,http://d.ifengimg.com/w145_h103/p3.ifengimg.com/cmpp/2018_28/4e6df6b4222cc44_w1024_h683.jpg,血槽已空！小“格子军”赛后“大战”,2018-07-12 16:52
http://2018.ifeng.com/a/20180712/59141496_0.shtml,世界杯决赛队伍终于诞生，法国队跟克罗地亚队笑到了最后，两队将为了最后冠军展开争夺，这场决赛也是本次世界杯的金球争夺关键之战，但要说本次世界杯的争议人物，那毫无疑问是内马尔,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/2A140BD3DA15FCDA9D1AC82F04EC2E89F7264A69_size26_w635_h407.jpeg,恶搞！巴西设计师脑洞大开 内马尔摔倒姿势变26字母,2018-07-12 16:06
http://sports.ifeng.com/a/20180712/59141404_0.shtml,原标题：逆转挺进决赛，马季奇为祖国克罗地亚加油  北京时间今天凌晨，世界杯半决赛第2场在莫斯科卢日尼基球场展开较量，克罗地亚加时2-1逆转英格兰，首度打进世界杯决赛，将与法国争,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/CF19BBE81138C5123A4DF68E00FBD7BAE85E8B57_size68_w846_h543.jpeg,逆转挺进决赛，马季奇为祖国克罗地亚加油,2018-07-12 15:58
http://2018.ifeng.com/a/20180712/59141368_0.shtml,原标题：英格兰记者回击莫德里奇：他这样说很愚蠢7月12日讯克罗地亚在世界杯半决赛中2-1逆转英格兰，进入了世界杯决赛。克罗地亚队长莫德里奇在赛后说的一番话却引起了一些争议，他说,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/2F3D8E6F9E4BBD7D7E563116A5262D90CC5999FB_size9_w450_h270.jpeg,英格兰记者回击莫德里奇：他这样说很愚蠢,2018-07-12 16:06
http://2018.ifeng.com/a/20180712/59141078_0.shtml,7月12日消息，今天凌晨，克罗地亚队以2比1击败了英格兰队，首度打进世界杯决赛。而在上场对阵俄罗斯的点球大战时，一群克罗地亚消防员突然听到了火警响起，他们做出了这样的反应&hell,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/28FFA41BBA654611FAD1CEE3366AAF0B76C30C2D_size63_w870_h469.jpeg,正看点球大战时火警响起 克罗地亚消防员这样做…,2018-07-12 15:29
http://sports.ifeng.com/a/20180712/59138370_0.shtml,原标题：幸运符，法国球员赛前触摸拉米胡须  《太阳报》披露了法国晋级世界杯决赛的秘诀，就是触摸后卫拉米的胡子。      这是格里兹曼率先发起的，他在小组赛前触摸拉米的,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/5A68B1912828837D41C5D50CF08373DA80B9DCE2_size71_w960_h639.jpeg,幸运符，法国球员赛前触摸拉米胡须,2018-07-12 14:25
http://2018.ifeng.com/a/20180712/59137882_0.shtml,,http://d.ifengimg.com/w145_h103/p3.ifengimg.com/cmpp/2018_28/1d87a50d71e3716_w665_h665.jpg,决赛打卡王！国际米兰球员连续10届世界杯杀入决赛,2018-07-12 14:55
http://2018.ifeng.com/a/20180712/59137538_0.shtml,澎湃新闻特约撰稿杨健/仰卧撑足球索斯盖特赛后安慰球员。2010年，瓜迪奥拉在西甲巴塞罗那执教，当届世界杯西班牙队夺冠。2014年，瓜迪奥拉在德甲拜仁慕尼黑执教，当届世界杯德国队夺,http://d.ifengimg.com/w145_h103/p2.ifengimg.com/fck/2018_28/8a3cfac1961ad2c_w450_h249.gif,索斯盖特很幸运，这些名帅都在帮英格兰“技术扶贫”,2018-07-12 14:31
http://2018.ifeng.com/a/20180712/59136939_0.shtml,原标题：前线｜英格兰球迷唱了120分钟：歌声不停，眼泪不止拉什福德任意球踢向禁区，克罗地亚后卫头球解围，土耳其主裁判卡吉尔此时吹响了全场比赛结束的哨音……顿时，,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/9E3A2E83D587C5100DA29AFB17ADE0A2B08D4C78_size93_w600_h373.jpeg,足球没有回家！英格兰球迷唱了120分钟：眼泪不止,2018-07-12 12:02
http://2018.ifeng.com/a/20180712/59136443_0.shtml,澎湃新闻记者宋承良陈均发自俄罗斯伦敦海德公园，英格兰球迷在赛后相互拥抱安慰。本文图片来源新华社东方IC拉什福德任意球踢向禁区，克罗地亚后卫头球解围，土耳其主裁判卡吉尔此时吹,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/fck/2018_28/1b5a5e715227e14_w600_h373.jpg,英格兰球迷唱了120分钟：歌声不停，眼泪不止,2018-07-12 13:18
http://2018.ifeng.com/a/20180712/59136134_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/a/2018_28/5d91c18ff7060a4_size71_w655_h418.jpg,英国队凉了，但球迷加戏不得不服…,2018-07-12 12:51
http://2018.ifeng.com/a/20180712/59136072_0.shtml,战争的阴霾，混乱的政治局势，笼罩着克罗地亚。 一个只有410万人口的国家，在混乱的政治局势下，如何不断地突破历史？ 克罗地亚前国脚，1998年代表国家队赢得世界杯季军的,http://d.ifengimg.com/w145_h103/p2.ifengimg.com/a/2018_28/6af63a0acd0c331_size28_w550_h310.jpg,克罗地亚球员月薪7000起 今年晋级决赛比20年前容易？,2018-07-12 12:45
http://2018.ifeng.com/a/20180712/59135745_0.shtml,,http://d.ifengimg.com/w145_h103/p2.ifengimg.com/a/2018_28/05df0a5e23cbb7a_size705_w683_h1024.jpg,比心卖萌剪刀手 罗地亚美女球成摄影师宠儿,2018-07-12 12:23
http://2018.ifeng.com/a/20180712/59135573_0.shtml,,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/a/2018_28/343ad50ab2f7ab2_size112_w1024_h683.jpg,英格兰输球后 球迷留下一地垃圾,2018-07-12 12:07
http://2018.ifeng.com/a/20180712/59135476_0.shtml,克罗地亚是1930年后闯入世界杯决赛人口最少的国家，对于他们的成就，从主帅到球员都骄傲不已。作为本届赛事最佳球员之一，莫德里奇就表示，英国媒体赛前的自大，就是自己的动力。足球,http://d.ifengimg.com/w145_h103/p1.ifengimg.com/fck/2018_28/a6a7a1c4bb06ba6_w600_h763.jpg,克罗地亚主帅：我想换人，但球员不愿下场，他们都说还能跑,2018-07-12 11:56
http://sports.ifeng.com/a/20180712/59133882_0.shtml,原标题：克罗地亚主帅：我们各方面都压制了英格兰  天空体育报道，克罗地亚主帅认为他们在各方面都压制了英格兰。      克罗地亚主帅达里奇道出了逆转的原因：“因为,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/E68F7CBB753A1AE79B4C359CDA4DAD2C51B3DE0C_size34_w768_h432.jpeg,克罗地亚主帅：我们各方面都压制了英格兰 ,2018-07-12 09:19
http://2018.ifeng.com/a/20180712/59133706_0.shtml,,http://d.ifengimg.com/w145_h103/p2.ifengimg.com/a/2018_28/f22d63d853aca1f_size2971_w4880_h3296.jpg,万达时刻|克罗地亚加时绝杀英格兰进决赛,2018-07-12 10:07
http://2018.ifeng.com/a/20180712/59133205_0.shtml,虎扑7月12日讯英格兰对阵克罗地亚的比赛这天，英格兰各地都设立了大屏幕，供球迷一起享受足球带来的乐趣。《每日镜报》发现，一位列车司机在经过一块大屏幕时也不忘为三狮军团加油助,http://d.ifengimg.com/w145_h103/p1.ifengimg.com/fck/2018_28/72d358cf43d66ba_w720_h479.jpg,英国火车司机经过大屏幕时不忘为三狮加油,2018-07-12 09:34
http://sports.ifeng.com/a/20180712/59132655_0.shtml,原标题：穆帅：英格兰有理由乐观，足总必须留下索斯盖特英格兰世界杯半决赛失利后，穆里尼奥表示，三狮有理由感到乐观，并且呼吁英足总留下索斯盖特。英格兰在半决赛中1-2不敌克罗地,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/9D4F12F58B08DEB09AD55F4F7979F431FD71A6E5_size58_w768_h432.jpeg,穆帅：英格兰有理由乐观，足总必须留下索斯盖特,2018-07-12 08:30
http://2018.ifeng.com/a/20180712/59132539_0.shtml,原标题：圆满，世界杯历史首次1到23号球员全部进球虎扑7月12日讯在身穿英格兰12号球衣的特里皮尔任意球破门后，这是世界杯自2002年引进23人名单后历史首次1到23号的球员都取得了进球,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/E8CDB21A30897BDAA81E3ADEC79A3380ADCB0279_size26_w450_h298.jpeg,圆满，世界杯历史首次1到23号球员全部进球,2018-07-12 03:01
http://2018.ifeng.com/a/20180712/59132528_0.shtml,虎扑7月12日讯法国前锋姆巴佩在英格兰没能打进决赛后用一张照片回击英格兰球迷：“足球回家，不可能的。”姆巴佩在Ins 上写道：“抱歉，我爱英格兰，但那些直到现在还,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/fck/2018_28/15ea2ba428d002f_w617_h707.jpg,姆巴佩回击辱骂他的英国球迷：足球回家是不可能的,2018-07-12 08:49
http://2018.ifeng.com/a/20180712/59132519_0.shtml,原标题：没有美女了？国际足联希望在未来赛事转播中减少美女出镜虎扑7月12日讯根据美联社报道，国际足联希望在未来的赛事转播中，减少美丽女性的出镜。国际足联的多元化委员会主席费,http://d.ifengimg.com/w145_h103/p0.ifengimg.com/pmop/2018/0712/7833131E1339D895BD68273B18B3AE2C7D1CE5FA_size19_w450_h299.jpeg,没有美女了？FIFA希望在未来赛事转播中减少美女出镜,2018-07-12 00:35
